IL_DepartureDate,DepartYear,DepartMonth,Day_of_Week_Departure,TotalDep,LegNumber,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,DepartureCountry,ArrivalCountry
05-28-25,2025,May,3,128,A0025,PEN,SIN,INT,Default,No,No,Malaysia,Singapore
03-24-26,2026,March,2,171,A0308,JFK,BKI,INT,Boarded,Yes,No,Indonesia,Malaysia
05-14-26,2026,May,4,54,A0126,PEN,CGK,INT,NoShow,No,No,Malaysia,Indonesia
02-22-25,2025,February,6,7,A0121,JFK,SIN,INT,Boarded,Yes,No,Indonesia,Singapore
03-18-25,2025,March,2,81,A0349,BKK,SIN,INT,Boarded,No,No,Thailand,Singapore
11-25-25,2025,November,2,57,A0123,LHR,SYD,INT,Boarded,No,No,Thailand,Philippines
09-18-25,2025,September,4,44,A0228,JFK,SYD,INT,Boarded,Yes,No,Indonesia,Philippines
08-18-25,2025,August,1,50,A0434,BKK,LHR,INT,CheckedIn,No,No,Thailand,Thailand
12-19-25,2025,December,5,38,A0201,CGK,KUL,INT,CheckedIn,Yes,No,Indonesia,Malaysia
05-21-25,2025,May,3,115,A0362,LHR,BKI,INT,CheckedIn,Yes,No,Thailand,Malaysia
09-19-25,2025,September,5,59,A0033,PEN,JFK,INT,Boarded,Yes,No,Malaysia,Indonesia
02-08-25,2025,February,6,150,A0036,PEN,HND,INT,Boarded,No,No,Malaysia,Japan
11-17-25,2025,November,1,73,A0100,KUL,LHR,INT,Default,No,No,Malaysia,Thailand
11-29-25,2025,November,6,24,A0070,CGK,HND,INT,Default,No,No,Indonesia,Japan
01-15-25,2025,January,3,46,A0420,BKI,SYD,INT,Boarded,No,No,Malaysia,Philippines
04-08-26,2026,April,3,203,A0340,CGK,PEN,INT,CheckedIn,Yes,No,Indonesia,Malaysia
03-28-26,2026,March,6,153,A0174,BKI,JFK,INT,Default,Yes,No,Malaysia,Indonesia
12-09-25,2025,December,2,34,A0145,BKI,HND,INT,Boarded,No,No,Malaysia,Japan
04-01-25,2025,April,2,136,A0147,SIN,SYD,INT,NoShow,Yes,No,Singapore,Philippines
03-17-26,2026,March,2,223,A0420,BKI,SYD,INT,Default,Yes,No,Malaysia,Philippines
05-24-26,2026,May,7,191,A0026,KUL,LHR,INT,Default,No,No,Malaysia,Thailand
03-03-26,2026,March,2,236,A0023,SYD,CGK,INT,NoShow,No,No,Philippines,Indonesia
06-29-26,2026,June,1,107,A0081,CGK,BKK,INT,NoShow,No,Yes,Indonesia,Thailand
06-12-26,2026,June,5,208,A0444,SIN,SYD,INT,Default,No,No,Singapore,Philippines
05-30-25,2025,May,5,93,A0470,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
02-28-25,2025,February,5,144,A0456,PEN,LHR,INT,Boarded,No,No,Malaysia,Thailand
02-03-26,2026,February,2,147,A0163,BKK,SIN,INT,Boarded,No,No,Thailand,Singapore
04-05-25,2025,April,6,17,A0292,SYD,BKI,INT,CheckedIn,No,No,Philippines,Malaysia
10-09-25,2025,October,4,120,A0035,SIN,CGK,INT,Default,No,No,Singapore,Indonesia
06-23-25,2025,June,1,173,A0200,SYD,BKK,INT,Default,No,No,Philippines,Thailand
01-29-25,2025,January,3,166,A0497,JFK,HND,INT,CheckedIn,No,No,Indonesia,Japan
11-28-25,2025,November,5,45,A0456,PEN,LHR,INT,NoShow,No,No,Malaysia,Thailand
07-07-25,2025,July,1,212,A0004,HND,JFK,INT,CheckedIn,No,No,Japan,Indonesia
06-04-25,2025,June,3,130,A0230,HND,KUL,INT,NoShow,No,No,Japan,Malaysia
03-15-26,2026,March,7,58,A0114,BKI,PEN,DOM,Boarded,No,Yes,Malaysia,Malaysia
04-18-26,2026,April,6,118,A0055,CGK,HND,INT,NoShow,No,No,Indonesia,Japan
04-11-25,2025,April,5,146,A0212,BKK,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
02-17-26,2026,February,2,35,A0198,KUL,SIN,INT,NoShow,No,No,Malaysia,Singapore
11-04-25,2025,November,2,177,A0090,SYD,BKI,INT,CheckedIn,No,No,Philippines,Malaysia
06-10-25,2025,June,2,177,A0074,SYD,LHR,INT,NoShow,Yes,No,Philippines,Thailand
01-05-25,2025,January,7,111,A0285,HND,BKI,INT,NoShow,Yes,No,Japan,Malaysia
02-22-26,2026,February,7,114,A0227,SIN,LHR,INT,CheckedIn,No,No,Singapore,Thailand
05-24-26,2026,May,7,205,A0020,KUL,JFK,INT,Default,No,No,Malaysia,Indonesia
08-29-25,2025,August,5,190,A0313,BKK,LHR,INT,NoShow,No,Yes,Thailand,Thailand
12-29-25,2025,December,1,173,A0001,HND,BKI,INT,Default,No,No,Japan,Malaysia
05-20-26,2026,May,3,23,A0342,HND,PEN,INT,Boarded,No,No,Japan,Malaysia
12-17-25,2025,December,3,110,A0320,BKK,KUL,INT,Boarded,Yes,No,Thailand,Malaysia
10-27-25,2025,October,1,43,A0463,BKI,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
05-25-26,2026,May,1,66,A0293,KUL,PEN,DOM,Boarded,No,No,Malaysia,Malaysia
08-23-25,2025,August,6,52,A0468,JFK,BKI,INT,Boarded,No,No,Indonesia,Malaysia
09-03-25,2025,September,3,203,A0316,KUL,PEN,DOM,NoShow,No,Yes,Malaysia,Malaysia
11-19-25,2025,November,3,32,A0181,LHR,SIN,INT,CheckedIn,No,No,Thailand,Singapore
01-06-25,2025,January,1,234,A0331,SIN,BKI,INT,CheckedIn,No,No,Singapore,Malaysia
01-14-26,2026,January,3,24,A0317,LHR,PEN,INT,Default,No,No,Thailand,Malaysia
06-05-25,2025,June,4,134,A0112,SYD,SIN,INT,CheckedIn,No,No,Philippines,Singapore
05-24-26,2026,May,7,73,A0290,LHR,CGK,INT,Default,No,No,Thailand,Indonesia
07-09-25,2025,July,3,212,A0392,LHR,JFK,INT,NoShow,No,No,Thailand,Indonesia
06-07-25,2025,June,6,168,A0119,HND,JFK,INT,Default,No,No,Japan,Indonesia
04-19-25,2025,April,6,9,A0177,BKI,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
12-11-25,2025,December,4,115,A0480,BKI,SYD,INT,Default,Yes,No,Malaysia,Philippines
10-05-25,2025,October,7,100,A0223,PEN,KUL,DOM,NoShow,Yes,No,Malaysia,Malaysia
02-04-26,2026,February,3,65,A0409,CGK,BKK,INT,Boarded,Yes,No,Indonesia,Thailand
05-28-26,2026,May,4,137,A0351,PEN,BKI,DOM,NoShow,No,No,Malaysia,Malaysia
09-15-25,2025,September,1,133,A0393,PEN,SYD,INT,Boarded,No,No,Malaysia,Philippines
06-29-26,2026,June,1,77,A0223,PEN,KUL,DOM,CheckedIn,No,No,Malaysia,Malaysia
11-04-25,2025,November,2,232,A0419,LHR,CGK,INT,Boarded,No,No,Thailand,Indonesia
02-01-26,2026,February,7,171,A0170,HND,PEN,INT,CheckedIn,No,No,Japan,Malaysia
01-11-25,2025,January,6,190,A0023,SYD,CGK,INT,CheckedIn,No,No,Philippines,Indonesia
05-11-26,2026,May,1,30,A0178,JFK,HND,INT,Default,No,No,Indonesia,Japan
06-20-26,2026,June,6,165,A0283,LHR,KUL,INT,Default,Yes,No,Thailand,Malaysia
05-23-25,2025,May,5,78,A0401,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
01-22-25,2025,January,3,99,A0371,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
02-27-25,2025,February,4,115,A0272,PEN,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
11-06-25,2025,November,4,61,A0004,HND,JFK,INT,CheckedIn,Yes,No,Japan,Indonesia
02-21-25,2025,February,5,83,A0208,PEN,SYD,INT,Boarded,No,No,Malaysia,Philippines
01-16-26,2026,January,5,187,A0351,PEN,BKI,DOM,Boarded,No,No,Malaysia,Malaysia
01-16-25,2025,January,4,51,A0231,SYD,BKK,INT,CheckedIn,Yes,No,Philippines,Thailand
03-13-25,2025,March,4,187,A0272,PEN,SYD,INT,NoShow,No,Yes,Malaysia,Philippines
03-28-26,2026,March,6,45,A0315,BKI,SYD,INT,Default,No,No,Malaysia,Philippines
03-10-26,2026,March,2,163,A0467,PEN,BKK,INT,CheckedIn,Yes,No,Malaysia,Thailand
05-01-25,2025,May,4,68,A0481,SYD,KUL,INT,CheckedIn,Yes,No,Philippines,Malaysia
12-24-25,2025,December,3,26,A0252,CGK,SIN,INT,Default,Yes,No,Indonesia,Singapore
06-26-25,2025,June,4,82,A0063,JFK,BKK,INT,Boarded,No,No,Indonesia,Thailand
07-15-25,2025,July,2,231,A0402,PEN,KUL,DOM,Boarded,No,No,Malaysia,Malaysia
09-07-25,2025,September,7,91,A0173,KUL,JFK,INT,Boarded,No,No,Malaysia,Indonesia
11-15-25,2025,November,6,203,A0317,LHR,PEN,INT,NoShow,No,No,Thailand,Malaysia
12-22-25,2025,December,1,213,A0435,LHR,CGK,INT,Default,Yes,No,Thailand,Indonesia
02-09-26,2026,February,1,176,A0242,SIN,BKI,INT,NoShow,No,No,Singapore,Malaysia
06-29-25,2025,June,7,234,A0152,SIN,HND,INT,NoShow,No,No,Singapore,Japan
09-24-25,2025,September,3,17,A0009,LHR,PEN,INT,CheckedIn,Yes,No,Thailand,Malaysia
04-26-25,2025,April,6,110,A0386,JFK,SIN,INT,NoShow,No,No,Indonesia,Singapore
05-25-26,2026,May,1,47,A0170,HND,PEN,INT,Default,No,No,Japan,Malaysia
03-17-26,2026,March,2,231,A0300,LHR,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
02-15-25,2025,February,6,114,A0172,BKK,JFK,INT,Default,No,No,Thailand,Indonesia
02-21-25,2025,February,5,70,A0249,LHR,SYD,INT,Boarded,No,No,Thailand,Philippines
10-02-25,2025,October,4,156,A0449,SYD,BKK,INT,Boarded,Yes,No,Philippines,Thailand
06-26-26,2026,June,5,195,A0153,JFK,CGK,INT,Boarded,Yes,No,Indonesia,Indonesia
03-20-25,2025,March,4,87,A0380,HND,LHR,INT,Boarded,No,No,Japan,Thailand
05-19-26,2026,May,2,126,A0054,CGK,KUL,INT,Boarded,No,No,Indonesia,Malaysia
08-26-25,2025,August,2,47,A0223,PEN,KUL,DOM,Boarded,No,Yes,Malaysia,Malaysia
04-11-25,2025,April,5,104,A0144,LHR,JFK,INT,CheckedIn,No,No,Thailand,Indonesia
03-09-25,2025,March,7,144,A0237,BKI,KUL,DOM,Default,No,No,Malaysia,Malaysia
05-01-25,2025,May,4,206,A0155,CGK,PEN,INT,Default,No,No,Indonesia,Malaysia
02-06-26,2026,February,5,210,A0425,PEN,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
09-06-25,2025,September,6,10,A0366,SIN,HND,INT,Boarded,No,No,Singapore,Japan
06-02-25,2025,June,1,110,A0406,HND,BKK,INT,NoShow,No,No,Japan,Thailand
02-27-26,2026,February,5,81,A0191,LHR,SYD,INT,Default,No,No,Thailand,Philippines
06-26-25,2025,June,4,168,A0082,PEN,KUL,DOM,Default,No,No,Malaysia,Malaysia
07-10-25,2025,July,4,215,A0455,HND,SIN,INT,Boarded,Yes,No,Japan,Singapore
02-18-26,2026,February,3,68,A0445,KUL,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
02-26-26,2026,February,4,9,A0239,BKI,SYD,INT,Boarded,Yes,No,Malaysia,Philippines
10-23-25,2025,October,4,9,A0487,PEN,SYD,INT,NoShow,Yes,No,Malaysia,Philippines
06-03-25,2025,June,2,180,A0152,SIN,HND,INT,NoShow,No,No,Singapore,Japan
01-04-25,2025,January,6,180,A0372,BKK,HND,INT,CheckedIn,No,No,Thailand,Japan
05-30-26,2026,May,6,29,A0270,KUL,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
10-05-25,2025,October,7,117,A0207,PEN,LHR,INT,Default,No,No,Malaysia,Thailand
10-07-25,2025,October,2,233,A0497,JFK,HND,INT,Boarded,Yes,No,Indonesia,Japan
08-22-25,2025,August,5,219,A0062,HND,BKK,INT,Boarded,Yes,No,Japan,Thailand
09-23-25,2025,September,2,38,A0443,BKI,SYD,INT,Default,No,No,Malaysia,Philippines
04-09-26,2026,April,4,168,A0283,LHR,KUL,INT,Default,No,No,Thailand,Malaysia
09-19-25,2025,September,5,219,A0076,PEN,HND,INT,CheckedIn,Yes,No,Malaysia,Japan
12-04-25,2025,December,4,54,A0152,SIN,HND,INT,Default,No,No,Singapore,Japan
08-10-25,2025,August,7,6,A0467,PEN,BKK,INT,Boarded,No,No,Malaysia,Thailand
02-26-25,2025,February,3,163,A0330,CGK,BKI,INT,Default,No,No,Indonesia,Malaysia
03-09-25,2025,March,7,71,A0225,JFK,CGK,INT,Boarded,No,No,Indonesia,Indonesia
04-27-25,2025,April,7,73,A0325,BKK,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
12-18-25,2025,December,4,75,A0488,BKI,PEN,DOM,Boarded,Yes,No,Malaysia,Malaysia
12-14-25,2025,December,7,97,A0013,JFK,PEN,INT,Default,No,No,Indonesia,Malaysia
01-07-25,2025,January,2,160,A0195,LHR,JFK,INT,Boarded,Yes,No,Thailand,Indonesia
01-10-25,2025,January,5,168,A0311,JFK,CGK,INT,CheckedIn,No,Yes,Indonesia,Indonesia
04-10-25,2025,April,4,25,A0012,BKI,LHR,INT,Default,No,No,Malaysia,Thailand
03-12-26,2026,March,4,59,A0248,SYD,BKK,INT,Default,No,No,Philippines,Thailand
05-22-26,2026,May,5,25,A0482,JFK,KUL,INT,CheckedIn,No,No,Indonesia,Malaysia
03-26-25,2025,March,3,159,A0029,BKI,HND,INT,Boarded,No,No,Malaysia,Japan
03-21-25,2025,March,5,150,A0099,SYD,JFK,INT,Default,Yes,No,Philippines,Indonesia
09-16-25,2025,September,2,44,A0296,SYD,LHR,INT,CheckedIn,No,No,Philippines,Thailand
10-17-25,2025,October,5,101,A0076,PEN,HND,INT,NoShow,No,Yes,Malaysia,Japan
03-17-25,2025,March,1,137,A0204,JFK,SIN,INT,NoShow,Yes,No,Indonesia,Singapore
04-11-26,2026,April,6,108,A0091,JFK,SYD,INT,Boarded,No,No,Indonesia,Philippines
02-03-26,2026,February,2,155,A0081,CGK,BKK,INT,Boarded,Yes,No,Indonesia,Thailand
11-09-25,2025,November,7,164,A0169,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
06-20-26,2026,June,6,239,A0161,JFK,CGK,INT,Default,Yes,No,Indonesia,Indonesia
05-30-26,2026,May,6,10,A0012,BKI,LHR,INT,NoShow,No,No,Malaysia,Thailand
08-23-25,2025,August,6,235,A0226,JFK,CGK,INT,Boarded,No,No,Indonesia,Indonesia
12-15-25,2025,December,1,123,A0381,JFK,CGK,INT,Default,No,No,Indonesia,Indonesia
04-19-25,2025,April,6,185,A0291,BKK,SIN,INT,NoShow,Yes,No,Thailand,Singapore
02-07-25,2025,February,5,68,A0440,SIN,CGK,INT,CheckedIn,No,No,Singapore,Indonesia
11-15-25,2025,November,6,143,A0292,SYD,BKI,INT,NoShow,No,No,Philippines,Malaysia
09-01-25,2025,September,1,200,A0119,HND,JFK,INT,Boarded,No,No,Japan,Indonesia
06-15-26,2026,June,1,143,A0254,SYD,BKI,INT,NoShow,No,No,Philippines,Malaysia
03-21-26,2026,March,6,195,A0360,SIN,BKI,INT,Default,No,No,Singapore,Malaysia
03-31-26,2026,March,2,86,A0105,SIN,SYD,INT,NoShow,No,No,Singapore,Philippines
03-04-25,2025,March,2,66,A0255,JFK,BKI,INT,NoShow,No,No,Indonesia,Malaysia
03-27-26,2026,March,5,53,A0407,HND,JFK,INT,NoShow,No,No,Japan,Indonesia
01-21-25,2025,January,2,238,A0487,PEN,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
03-06-25,2025,March,4,21,A0213,SYD,KUL,INT,CheckedIn,No,No,Philippines,Malaysia
03-11-25,2025,March,2,206,A0218,KUL,LHR,INT,CheckedIn,Yes,No,Malaysia,Thailand
08-17-25,2025,August,7,98,A0224,HND,LHR,INT,Boarded,No,No,Japan,Thailand
08-19-25,2025,August,2,213,A0337,JFK,SIN,INT,Default,Yes,No,Indonesia,Singapore
12-08-25,2025,December,1,174,A0126,PEN,CGK,INT,Boarded,No,No,Malaysia,Indonesia
11-27-25,2025,November,4,188,A0289,LHR,CGK,INT,NoShow,No,No,Thailand,Indonesia
08-08-25,2025,August,5,51,A0256,LHR,SIN,INT,Boarded,Yes,No,Thailand,Singapore
04-03-26,2026,April,5,236,A0372,BKK,HND,INT,CheckedIn,No,No,Thailand,Japan
07-09-25,2025,July,3,163,A0146,BKI,KUL,DOM,NoShow,Yes,No,Malaysia,Malaysia
04-11-25,2025,April,5,180,A0459,BKK,SYD,INT,CheckedIn,No,No,Thailand,Philippines
01-04-25,2025,January,6,109,A0157,LHR,JFK,INT,NoShow,No,No,Thailand,Indonesia
11-21-25,2025,November,5,26,A0130,CGK,PEN,INT,NoShow,No,No,Indonesia,Malaysia
09-21-25,2025,September,7,86,A0035,SIN,CGK,INT,CheckedIn,Yes,No,Singapore,Indonesia
02-02-25,2025,February,7,201,A0277,HND,SIN,INT,Boarded,No,No,Japan,Singapore
03-11-26,2026,March,3,120,A0195,LHR,JFK,INT,NoShow,No,No,Thailand,Indonesia
05-21-26,2026,May,4,121,A0405,SIN,LHR,INT,NoShow,No,No,Singapore,Thailand
05-31-25,2025,May,6,92,A0367,JFK,SYD,INT,Boarded,Yes,No,Indonesia,Philippines
08-30-25,2025,August,6,186,A0126,PEN,CGK,INT,NoShow,No,No,Malaysia,Indonesia
11-10-25,2025,November,1,227,A0198,KUL,SIN,INT,Default,Yes,No,Malaysia,Singapore
04-29-25,2025,April,2,40,A0379,LHR,BKK,INT,Default,No,No,Thailand,Thailand
05-12-25,2025,May,1,13,A0381,JFK,CGK,INT,Boarded,No,No,Indonesia,Indonesia
03-19-25,2025,March,3,11,A0290,LHR,CGK,INT,Default,Yes,No,Thailand,Indonesia
07-31-25,2025,July,4,185,A0232,CGK,SIN,INT,NoShow,No,No,Indonesia,Singapore
03-17-26,2026,March,2,14,A0058,PEN,SYD,INT,Default,No,No,Malaysia,Philippines
10-03-25,2025,October,5,185,A0211,LHR,HND,INT,Boarded,No,No,Thailand,Japan
04-04-25,2025,April,5,42,A0417,BKI,SIN,INT,NoShow,No,No,Malaysia,Singapore
02-24-26,2026,February,2,13,A0334,BKK,SIN,INT,Boarded,No,No,Thailand,Singapore
09-22-25,2025,September,1,69,A0111,SYD,BKK,INT,NoShow,No,No,Philippines,Thailand
06-21-25,2025,June,6,82,A0183,SYD,PEN,INT,Default,Yes,No,Philippines,Malaysia
10-18-25,2025,October,6,148,A0187,LHR,SYD,INT,NoShow,No,No,Thailand,Philippines
05-19-25,2025,May,1,167,A0361,PEN,BKI,DOM,Boarded,No,No,Malaysia,Malaysia
04-03-25,2025,April,4,175,A0468,JFK,BKI,INT,NoShow,No,No,Indonesia,Malaysia
05-21-25,2025,May,3,115,A0341,SYD,KUL,INT,CheckedIn,No,No,Philippines,Malaysia
01-28-25,2025,January,2,89,A0491,KUL,LHR,INT,NoShow,No,No,Malaysia,Thailand
10-18-25,2025,October,6,194,A0431,KUL,CGK,INT,Default,No,No,Malaysia,Indonesia
03-14-25,2025,March,5,41,A0401,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
02-11-26,2026,February,3,113,A0270,KUL,SYD,INT,NoShow,No,No,Malaysia,Philippines
11-01-25,2025,November,6,231,A0338,SIN,KUL,INT,Default,Yes,No,Singapore,Malaysia
05-13-25,2025,May,2,189,A0251,HND,JFK,INT,CheckedIn,No,Yes,Japan,Indonesia
12-18-25,2025,December,4,6,A0391,PEN,LHR,INT,NoShow,No,No,Malaysia,Thailand
05-12-25,2025,May,1,107,A0316,KUL,PEN,DOM,Boarded,Yes,No,Malaysia,Malaysia
05-03-25,2025,May,6,19,A0078,PEN,BKK,INT,Default,No,Yes,Malaysia,Thailand
05-15-26,2026,May,5,184,A0343,BKI,JFK,INT,Default,Yes,No,Malaysia,Indonesia
07-03-25,2025,July,4,1,A0471,KUL,JFK,INT,Default,No,No,Malaysia,Indonesia
12-19-25,2025,December,5,180,A0253,KUL,SYD,INT,Default,No,No,Malaysia,Philippines
06-27-26,2026,June,6,7,A0205,LHR,BKK,INT,NoShow,Yes,No,Thailand,Thailand
04-29-26,2026,April,3,202,A0382,BKI,KUL,DOM,Default,Yes,Yes,Malaysia,Malaysia
01-28-25,2025,January,2,229,A0131,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
03-27-26,2026,March,5,106,A0161,JFK,CGK,INT,NoShow,No,No,Indonesia,Indonesia
12-28-25,2025,December,7,36,A0181,LHR,SIN,INT,NoShow,No,No,Thailand,Singapore
09-20-25,2025,September,6,189,A0193,PEN,BKK,INT,NoShow,Yes,No,Malaysia,Thailand
05-23-25,2025,May,5,55,A0251,HND,JFK,INT,NoShow,No,No,Japan,Indonesia
01-30-25,2025,January,4,83,A0219,BKK,SYD,INT,Boarded,Yes,No,Thailand,Philippines
06-03-26,2026,June,3,112,A0424,BKI,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
04-04-26,2026,April,6,193,A0006,HND,PEN,INT,Default,No,No,Japan,Malaysia
06-07-25,2025,June,6,153,A0486,SIN,LHR,INT,Boarded,No,No,Singapore,Thailand
05-25-26,2026,May,1,71,A0106,HND,SIN,INT,Default,No,No,Japan,Singapore
09-06-25,2025,September,6,207,A0090,SYD,BKI,INT,CheckedIn,Yes,No,Philippines,Malaysia
04-14-26,2026,April,2,72,A0441,SYD,BKI,INT,NoShow,No,No,Philippines,Malaysia
01-13-26,2026,January,2,235,A0184,JFK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
07-25-25,2025,July,5,9,A0471,KUL,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
05-20-26,2026,May,3,18,A0032,SYD,HND,INT,Default,No,No,Philippines,Japan
11-10-25,2025,November,1,73,A0256,LHR,SIN,INT,Boarded,No,No,Thailand,Singapore
01-13-25,2025,January,1,75,A0074,SYD,LHR,INT,Boarded,No,No,Philippines,Thailand
01-01-25,2025,January,3,59,A0190,BKK,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
02-23-25,2025,February,7,75,A0110,HND,CGK,INT,Default,No,Yes,Japan,Indonesia
07-07-25,2025,July,1,22,A0355,LHR,SYD,INT,Default,No,No,Thailand,Philippines
10-05-25,2025,October,7,195,A0482,JFK,KUL,INT,NoShow,No,No,Indonesia,Malaysia
01-26-25,2025,January,7,235,A0500,SIN,BKK,INT,Default,No,No,Singapore,Thailand
04-03-26,2026,April,5,73,A0143,HND,PEN,INT,NoShow,No,No,Japan,Malaysia
05-03-26,2026,May,7,103,A0077,HND,KUL,INT,CheckedIn,Yes,No,Japan,Malaysia
01-10-25,2025,January,5,130,A0325,BKK,CGK,INT,NoShow,Yes,No,Thailand,Indonesia
12-12-25,2025,December,5,208,A0273,BKK,KUL,INT,Boarded,No,No,Thailand,Malaysia
09-30-25,2025,September,2,150,A0305,KUL,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
06-01-26,2026,June,1,161,A0389,LHR,HND,INT,Default,Yes,No,Thailand,Japan
07-31-25,2025,July,4,207,A0283,LHR,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
08-31-25,2025,August,7,234,A0390,HND,CGK,INT,CheckedIn,Yes,No,Japan,Indonesia
01-08-25,2025,January,3,218,A0218,KUL,LHR,INT,NoShow,No,No,Malaysia,Thailand
03-24-26,2026,March,2,70,A0038,PEN,BKK,INT,NoShow,No,Yes,Malaysia,Thailand
06-15-26,2026,June,1,11,A0320,BKK,KUL,INT,NoShow,No,No,Thailand,Malaysia
02-02-25,2025,February,7,182,A0487,PEN,SYD,INT,Default,No,No,Malaysia,Philippines
11-02-25,2025,November,7,90,A0254,SYD,BKI,INT,NoShow,Yes,No,Philippines,Malaysia
05-07-26,2026,May,4,160,A0350,HND,CGK,INT,CheckedIn,Yes,No,Japan,Indonesia
03-24-25,2025,March,1,4,A0222,JFK,LHR,INT,NoShow,Yes,No,Indonesia,Thailand
10-13-25,2025,October,1,17,A0002,HND,SYD,INT,Boarded,No,No,Japan,Philippines
08-21-25,2025,August,4,162,A0038,PEN,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
01-08-26,2026,January,4,12,A0080,BKI,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
04-22-25,2025,April,2,231,A0291,BKK,SIN,INT,NoShow,No,No,Thailand,Singapore
11-11-25,2025,November,2,65,A0119,HND,JFK,INT,NoShow,No,No,Japan,Indonesia
12-06-25,2025,December,6,225,A0102,SYD,BKI,INT,CheckedIn,No,No,Philippines,Malaysia
09-05-25,2025,September,5,192,A0115,SYD,KUL,INT,Default,No,No,Philippines,Malaysia
04-15-25,2025,April,2,5,A0415,JFK,SIN,INT,Default,No,No,Indonesia,Singapore
08-11-25,2025,August,1,118,A0347,SIN,PEN,INT,CheckedIn,No,No,Singapore,Malaysia
01-09-25,2025,January,4,15,A0181,LHR,SIN,INT,NoShow,Yes,No,Thailand,Singapore
02-23-26,2026,February,1,181,A0099,SYD,JFK,INT,Default,Yes,No,Philippines,Indonesia
10-11-25,2025,October,6,185,A0249,LHR,SYD,INT,Default,No,No,Thailand,Philippines
09-16-25,2025,September,2,22,A0027,PEN,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
05-04-26,2026,May,1,156,A0011,KUL,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
03-08-26,2026,March,7,163,A0023,SYD,CGK,INT,Boarded,No,No,Philippines,Indonesia
06-15-26,2026,June,1,124,A0017,LHR,JFK,INT,CheckedIn,No,No,Thailand,Indonesia
05-25-25,2025,May,7,60,A0018,BKK,JFK,INT,Default,Yes,No,Thailand,Indonesia
07-08-25,2025,July,2,113,A0280,CGK,BKK,INT,NoShow,No,No,Indonesia,Thailand
02-02-25,2025,February,7,31,A0305,KUL,PEN,DOM,CheckedIn,Yes,No,Malaysia,Malaysia
09-22-25,2025,September,1,115,A0335,SYD,PEN,INT,Boarded,No,No,Philippines,Malaysia
09-09-25,2025,September,2,19,A0209,LHR,HND,INT,NoShow,Yes,No,Thailand,Japan
04-12-25,2025,April,6,211,A0332,JFK,SIN,INT,CheckedIn,Yes,No,Indonesia,Singapore
10-13-25,2025,October,1,178,A0418,SIN,BKK,INT,NoShow,No,No,Singapore,Thailand
04-05-26,2026,April,7,218,A0205,LHR,BKK,INT,NoShow,No,No,Thailand,Thailand
10-15-25,2025,October,3,41,A0263,BKI,CGK,INT,Default,No,No,Malaysia,Indonesia
04-22-25,2025,April,2,204,A0014,CGK,LHR,INT,Default,Yes,No,Indonesia,Thailand
12-29-25,2025,December,1,182,A0249,LHR,SYD,INT,NoShow,No,No,Thailand,Philippines
03-20-25,2025,March,4,68,A0126,PEN,CGK,INT,Boarded,No,No,Malaysia,Indonesia
11-22-25,2025,November,6,10,A0485,PEN,BKI,DOM,Default,No,Yes,Malaysia,Malaysia
07-06-25,2025,July,7,96,A0359,JFK,LHR,INT,Boarded,No,No,Indonesia,Thailand
08-21-25,2025,August,4,18,A0183,SYD,PEN,INT,Default,No,No,Philippines,Malaysia
08-12-25,2025,August,2,203,A0358,LHR,KUL,INT,NoShow,Yes,No,Thailand,Malaysia
08-28-25,2025,August,4,124,A0242,SIN,BKI,INT,CheckedIn,No,No,Singapore,Malaysia
10-30-25,2025,October,4,91,A0059,SIN,HND,INT,NoShow,No,No,Singapore,Japan
08-14-25,2025,August,4,100,A0333,HND,SIN,INT,Boarded,Yes,No,Japan,Singapore
02-06-26,2026,February,5,119,A0225,JFK,CGK,INT,Boarded,No,No,Indonesia,Indonesia
01-18-25,2025,January,6,221,A0491,KUL,LHR,INT,Boarded,No,No,Malaysia,Thailand
