IL_DepartureDate,IL_ArrivalDate,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,Day_of_Week_Departure,Day_of_Week_Arrival,DepartureCountry,ArrivalCountry,LegNumber,StartingPoint,EndingPoint,PaxCount
02-22-25,02-22-25,PEN,KUL,DOM,3,Yes,No,6,6,Malaysia,Malaysia,A0469,PEN,KUL,173
01-26-25,01-26-25,CGK,PEN,INT,0,Yes,No,7,7,Indonesia,Malaysia,A0328,CGK,PEN,184
01-26-25,01-26-25,CGK,PEN,INT,0,Yes,No,7,7,Indonesia,Malaysia,A0328,CGK,LHR,46
11-13-25,11-13-25,SYD,BKK,INT,0,No,Yes,4,4,Philippines,Thailand,A0321,SYD,BKK,33
11-13-25,11-13-25,SYD,BKK,INT,0,No,Yes,4,4,Philippines,Thailand,A0321,SYD,JFK,20
06-25-25,06-25-25,KUL,SYD,INT,3,No,No,3,3,Malaysia,Philippines,A0416,KUL,SYD,140
06-03-26,06-03-26,KUL,CGK,INT,2,No,No,3,3,Malaysia,Indonesia,A0312,KUL,CGK,159
08-16-25,08-16-25,SIN,BKI,INT,3,Yes,No,6,6,Singapore,Malaysia,A0401,SIN,BKI,97
06-21-25,06-21-25,BKI,PEN,DOM,0,No,No,6,6,Malaysia,Malaysia,A0488,BKI,PEN,79
04-08-26,04-08-26,HND,JFK,INT,2,No,No,3,3,Japan,Indonesia,A0251,HND,JFK,92
04-08-26,04-08-26,HND,JFK,INT,2,No,No,3,3,Japan,Indonesia,A0251,HND,CGK,50
09-25-25,09-25-25,BKI,JFK,INT,1,No,No,4,4,Malaysia,Indonesia,A0484,BKI,JFK,113
09-23-25,09-23-25,BKK,PEN,INT,3,No,No,2,2,Thailand,Malaysia,A0370,BKK,PEN,102
04-29-25,04-29-25,HND,BKK,INT,2,No,No,2,2,Japan,Thailand,A0318,HND,BKK,124
04-29-25,04-29-25,HND,BKK,INT,2,No,No,2,2,Japan,Thailand,A0318,HND,JFK,53
09-02-25,09-02-25,HND,SYD,INT,1,No,No,2,2,Japan,Philippines,A0412,HND,SYD,67
12-28-25,12-28-25,BKI,PEN,DOM,0,Yes,No,7,7,Malaysia,Malaysia,A0488,BKI,PEN,233
10-09-25,10-09-25,KUL,PEN,DOM,3,No,No,4,4,Malaysia,Malaysia,A0397,KUL,PEN,81
10-09-25,10-09-25,KUL,PEN,DOM,3,No,No,4,4,Malaysia,Malaysia,A0397,KUL,LHR,50
02-12-26,02-12-26,LHR,JFK,INT,1,Yes,No,4,4,Thailand,Indonesia,A0144,LHR,JFK,128
06-29-26,06-29-26,BKI,LHR,INT,1,No,No,1,1,Malaysia,Thailand,A0306,BKI,LHR,33
10-19-25,10-19-25,HND,LHR,INT,0,No,Yes,7,7,Japan,Thailand,A0266,HND,LHR,117
12-08-25,12-08-25,SIN,PEN,INT,2,Yes,No,1,1,Singapore,Malaysia,A0120,SIN,PEN,212
03-03-25,03-03-25,LHR,SYD,INT,0,No,No,1,1,Thailand,Philippines,A0187,LHR,SYD,54
03-03-25,03-03-25,LHR,SYD,INT,0,No,No,1,1,Thailand,Philippines,A0187,LHR,PEN,33
01-12-25,01-12-25,LHR,JFK,INT,0,No,No,7,7,Thailand,Indonesia,A0017,LHR,JFK,29
01-12-25,01-12-25,LHR,JFK,INT,0,No,No,7,7,Thailand,Indonesia,A0017,LHR,CGK,14
11-06-25,11-06-25,BKI,KUL,DOM,3,Yes,No,4,4,Malaysia,Malaysia,A0237,BKI,KUL,53
11-06-25,11-06-25,BKI,KUL,DOM,3,Yes,No,4,4,Malaysia,Malaysia,A0237,BKI,PEN,18
12-25-25,12-25-25,BKK,SYD,INT,2,No,No,4,4,Thailand,Philippines,A0118,BKK,SYD,54
01-31-25,01-31-25,LHR,PEN,INT,1,No,No,5,5,Thailand,Malaysia,A0043,LHR,PEN,163
01-31-25,01-31-25,LHR,PEN,INT,1,No,No,5,5,Thailand,Malaysia,A0043,LHR,LHR,47
10-15-25,10-15-25,HND,CGK,INT,2,Yes,No,3,3,Japan,Indonesia,A0350,HND,CGK,139
10-15-25,10-15-25,HND,CGK,INT,2,Yes,No,3,3,Japan,Indonesia,A0350,HND,SYD,81
01-23-25,01-23-25,LHR,SIN,INT,2,No,No,4,4,Thailand,Singapore,A0492,LHR,SIN,7
11-16-25,11-16-25,SYD,KUL,INT,1,No,No,7,7,Philippines,Malaysia,A0374,SYD,KUL,28
11-16-25,11-16-25,SYD,KUL,INT,1,No,No,7,7,Philippines,Malaysia,A0374,SYD,PEN,16
02-15-26,02-15-26,JFK,SIN,INT,2,No,No,7,7,Indonesia,Singapore,A0386,JFK,SIN,90
02-13-25,02-13-25,PEN,JFK,INT,0,No,No,4,4,Malaysia,Indonesia,A0236,PEN,JFK,21
03-01-26,03-01-26,BKK,SIN,INT,1,Yes,No,7,7,Thailand,Singapore,A0349,BKK,SIN,7
03-01-26,03-01-26,BKK,SIN,INT,1,Yes,No,7,7,Thailand,Singapore,A0349,BKK,LHR,2
06-24-26,06-24-26,SYD,LHR,INT,3,Yes,No,3,3,Philippines,Thailand,A0296,SYD,LHR,48
06-24-26,06-24-26,SYD,LHR,INT,3,Yes,No,3,3,Philippines,Thailand,A0296,SYD,KUL,30
05-27-25,05-27-25,SYD,PEN,INT,0,No,No,2,2,Philippines,Malaysia,A0335,SYD,PEN,20
10-14-25,10-14-25,BKI,BKK,INT,3,Yes,No,2,2,Malaysia,Thailand,A0060,BKI,BKK,48
06-10-25,06-10-25,HND,PEN,INT,0,No,No,2,2,Japan,Malaysia,A0143,HND,PEN,216
12-01-25,12-01-25,KUL,PEN,DOM,0,No,No,1,1,Malaysia,Malaysia,A0305,KUL,PEN,132
12-01-25,12-01-25,KUL,PEN,DOM,0,No,No,1,1,Malaysia,Malaysia,A0305,KUL,LHR,82
01-13-25,01-13-25,LHR,KUL,INT,3,No,No,1,1,Thailand,Malaysia,A0283,LHR,KUL,95
10-04-25,10-04-25,PEN,SIN,INT,0,No,No,6,6,Malaysia,Singapore,A0025,PEN,SIN,91
10-04-25,10-04-25,PEN,SIN,INT,0,No,No,6,6,Malaysia,Singapore,A0025,PEN,LHR,52
04-19-25,04-19-25,HND,BKI,INT,3,Yes,No,6,6,Japan,Malaysia,A0001,HND,BKI,182
09-10-25,09-11-25,LHR,KUL,INT,3,No,No,3,4,Thailand,Malaysia,A0462,LHR,KUL,127
07-19-25,07-19-25,JFK,LHR,INT,2,No,No,6,6,Indonesia,Thailand,A0222,JFK,LHR,57
11-25-25,11-25-25,CGK,SIN,INT,0,No,No,2,2,Indonesia,Singapore,A0232,CGK,SIN,26
02-09-25,02-09-25,BKI,CGK,INT,2,Yes,No,7,7,Malaysia,Indonesia,A0263,BKI,CGK,51
02-09-25,02-09-25,BKI,CGK,INT,2,Yes,No,7,7,Malaysia,Indonesia,A0263,BKI,SYD,23
01-01-26,01-01-26,CGK,HND,INT,0,No,No,4,4,Indonesia,Japan,A0294,CGK,HND,89
12-10-25,12-10-25,SIN,HND,INT,2,No,No,3,3,Singapore,Japan,A0152,SIN,HND,71
06-07-26,06-07-26,LHR,CGK,INT,0,No,No,7,7,Thailand,Indonesia,A0159,LHR,CGK,35
12-07-25,12-07-25,HND,CGK,INT,3,No,No,7,7,Japan,Indonesia,A0096,HND,CGK,86
06-04-25,06-04-25,LHR,PEN,INT,2,No,No,3,3,Thailand,Malaysia,A0043,LHR,PEN,138
06-04-25,06-04-25,LHR,PEN,INT,2,No,No,3,3,Thailand,Malaysia,A0043,LHR,LHR,83
01-08-26,01-08-26,JFK,SYD,INT,3,No,No,4,4,Indonesia,Philippines,A0472,JFK,SYD,134
01-13-25,01-13-25,CGK,LHR,INT,1,No,No,1,1,Indonesia,Thailand,A0116,CGK,LHR,213
04-22-25,04-22-25,HND,LHR,INT,0,Yes,No,2,2,Japan,Thailand,A0380,HND,LHR,100
03-09-25,03-09-25,BKI,BKK,INT,2,Yes,No,7,7,Malaysia,Thailand,A0179,BKI,BKK,190
03-13-26,03-13-26,LHR,KUL,INT,2,No,No,5,5,Thailand,Malaysia,A0457,LHR,KUL,179
02-06-26,02-06-26,BKI,PEN,DOM,0,No,No,5,5,Malaysia,Malaysia,A0133,BKI,PEN,102
07-19-25,07-19-25,KUL,LHR,INT,0,No,No,6,6,Malaysia,Thailand,A0026,KUL,LHR,101
08-12-25,08-12-25,BKK,BKI,INT,3,Yes,No,2,2,Thailand,Malaysia,A0447,BKK,BKI,101
08-12-25,08-12-25,BKK,BKI,INT,3,Yes,No,2,2,Thailand,Malaysia,A0447,BKK,BKK,57
06-09-25,06-09-25,SYD,CGK,INT,2,Yes,No,1,1,Philippines,Indonesia,A0192,SYD,CGK,178
03-02-25,03-02-25,PEN,HND,INT,1,No,No,7,7,Malaysia,Japan,A0149,PEN,HND,196
06-18-26,06-18-26,LHR,PEN,INT,3,No,No,4,4,Thailand,Malaysia,A0009,LHR,PEN,172
08-31-25,08-31-25,PEN,SIN,INT,0,Yes,No,7,7,Malaysia,Singapore,A0264,PEN,SIN,38
07-02-25,07-02-25,HND,BKI,INT,2,Yes,No,3,3,Japan,Malaysia,A0285,HND,BKI,43
01-26-25,01-26-25,CGK,BKI,INT,3,No,No,7,7,Indonesia,Malaysia,A0330,CGK,BKI,38
04-30-25,04-30-25,SIN,BKK,INT,3,Yes,No,3,3,Singapore,Thailand,A0030,SIN,BKK,149
03-24-25,03-24-25,BKK,SYD,INT,0,No,No,1,1,Thailand,Philippines,A0118,BKK,SYD,187
05-30-26,05-30-26,CGK,PEN,INT,2,No,No,6,6,Indonesia,Malaysia,A0422,CGK,PEN,140
05-30-26,05-30-26,CGK,PEN,INT,2,No,No,6,6,Indonesia,Malaysia,A0422,CGK,LHR,86
10-22-25,10-22-25,SIN,SYD,INT,2,No,No,3,3,Singapore,Philippines,A0446,SIN,SYD,75
01-06-26,01-06-26,PEN,BKI,DOM,3,No,No,2,2,Malaysia,Malaysia,A0125,PEN,BKI,66
01-06-26,01-06-26,PEN,BKI,DOM,3,No,No,2,2,Malaysia,Malaysia,A0125,PEN,BKK,26
08-27-25,08-27-25,LHR,CGK,INT,2,No,No,3,3,Thailand,Indonesia,A0419,LHR,CGK,52
09-20-25,09-20-25,SYD,BKK,INT,3,Yes,No,6,6,Philippines,Thailand,A0231,SYD,BKK,162
09-20-25,09-20-25,SYD,BKK,INT,3,Yes,No,6,6,Philippines,Thailand,A0231,SYD,JFK,65
12-22-25,12-22-25,CGK,BKK,INT,3,No,No,1,1,Indonesia,Thailand,A0336,CGK,BKK,38
06-06-25,06-06-25,LHR,PEN,INT,1,No,No,5,5,Thailand,Malaysia,A0276,LHR,PEN,177
06-06-25,06-06-25,LHR,PEN,INT,1,No,No,5,5,Thailand,Malaysia,A0276,LHR,LHR,57
01-14-26,01-14-26,SYD,KUL,INT,0,No,No,3,3,Philippines,Malaysia,A0303,SYD,KUL,207
09-14-25,09-14-25,HND,CGK,INT,0,Yes,No,7,7,Japan,Indonesia,A0045,HND,CGK,112
01-07-26,01-07-26,HND,SIN,INT,1,Yes,No,3,3,Japan,Singapore,A0428,HND,SIN,103
05-24-25,05-24-25,SIN,BKI,INT,3,No,No,6,6,Singapore,Malaysia,A0322,SIN,BKI,228
05-22-25,05-22-25,JFK,LHR,INT,2,No,No,4,4,Indonesia,Thailand,A0048,JFK,LHR,14
09-12-25,09-12-25,HND,SIN,INT,3,No,No,5,5,Japan,Singapore,A0202,HND,SIN,3
01-29-26,01-29-26,PEN,BKI,DOM,1,Yes,No,4,4,Malaysia,Malaysia,A0351,PEN,BKI,132
01-29-26,01-29-26,PEN,BKI,DOM,1,Yes,No,4,4,Malaysia,Malaysia,A0351,PEN,BKK,44
04-26-25,04-26-25,JFK,BKK,INT,0,No,No,6,6,Indonesia,Thailand,A0063,JFK,BKK,92
04-26-25,04-26-25,JFK,BKK,INT,0,No,No,6,6,Indonesia,Thailand,A0063,JFK,JFK,57
06-13-26,06-13-26,BKI,JFK,INT,0,Yes,No,6,6,Malaysia,Indonesia,A0344,BKI,JFK,120
06-13-26,06-13-26,BKI,JFK,INT,0,Yes,No,6,6,Malaysia,Indonesia,A0344,BKI,CGK,45
03-21-26,03-21-26,CGK,BKI,INT,3,No,No,6,6,Indonesia,Malaysia,A0330,CGK,BKI,109
01-30-26,01-30-26,JFK,SYD,INT,0,No,No,5,5,Indonesia,Philippines,A0091,JFK,SYD,66
10-03-25,10-03-25,BKI,SYD,INT,1,No,No,5,5,Malaysia,Philippines,A0239,BKI,SYD,33
10-03-25,10-03-25,BKI,SYD,INT,1,No,No,5,5,Malaysia,Philippines,A0239,BKI,PEN,11
02-07-25,02-07-25,HND,CGK,INT,2,No,No,5,5,Japan,Indonesia,A0045,HND,CGK,207
05-29-26,05-29-26,BKI,BKK,INT,0,No,No,5,5,Malaysia,Thailand,A0010,BKI,BKK,166
05-29-26,05-29-26,BKI,BKK,INT,0,No,No,5,5,Malaysia,Thailand,A0010,BKI,JFK,66
05-28-26,05-28-26,SIN,HND,INT,1,No,No,4,4,Singapore,Japan,A0152,SIN,HND,196
05-03-26,05-03-26,CGK,KUL,INT,0,No,No,7,7,Indonesia,Malaysia,A0054,CGK,KUL,196
05-24-25,05-24-25,SYD,PEN,INT,0,No,No,6,6,Philippines,Malaysia,A0183,SYD,PEN,0
05-11-26,05-11-26,HND,SYD,INT,2,No,No,1,1,Japan,Philippines,A0412,HND,SYD,223
06-14-26,06-14-26,CGK,JFK,INT,2,No,No,7,7,Indonesia,Indonesia,A0368,CGK,JFK,95
06-24-25,06-24-25,PEN,JFK,INT,3,No,No,2,2,Malaysia,Indonesia,A0104,PEN,JFK,69
04-26-26,04-26-26,KUL,LHR,INT,3,No,No,7,7,Malaysia,Thailand,A0250,KUL,LHR,93
12-07-25,12-07-25,HND,CGK,INT,3,No,No,7,7,Japan,Indonesia,A0390,HND,CGK,161
03-04-26,03-04-26,BKI,PEN,DOM,0,No,No,3,3,Malaysia,Malaysia,A0046,BKI,PEN,29
02-03-26,02-03-26,LHR,PEN,INT,0,Yes,No,2,2,Thailand,Malaysia,A0043,LHR,PEN,127
02-03-26,02-03-26,LHR,PEN,INT,0,Yes,No,2,2,Thailand,Malaysia,A0043,LHR,LHR,46
04-15-26,04-15-26,KUL,LHR,INT,0,Yes,No,3,3,Malaysia,Thailand,A0024,KUL,LHR,209
02-12-25,02-12-25,PEN,KUL,DOM,2,Yes,No,3,3,Malaysia,Malaysia,A0469,PEN,KUL,198
02-03-26,02-03-26,HND,SYD,INT,0,No,No,2,2,Japan,Philippines,A0037,HND,SYD,50
08-13-25,08-13-25,PEN,SYD,INT,2,Yes,No,3,3,Malaysia,Philippines,A0487,PEN,SYD,49
08-13-25,08-13-25,PEN,SYD,INT,2,Yes,No,3,3,Malaysia,Philippines,A0487,PEN,PEN,14
08-22-25,08-22-25,SYD,JFK,INT,1,No,No,5,5,Philippines,Indonesia,A0274,SYD,JFK,171
10-29-25,10-29-25,HND,LHR,INT,1,Yes,No,3,3,Japan,Thailand,A0357,HND,LHR,195
07-06-25,07-06-25,LHR,HND,INT,2,Yes,No,7,7,Thailand,Japan,A0127,LHR,HND,132
02-06-25,02-06-25,CGK,LHR,INT,2,No,No,4,4,Indonesia,Thailand,A0015,CGK,LHR,73
02-07-25,02-07-25,KUL,JFK,INT,0,No,No,5,5,Malaysia,Indonesia,A0471,KUL,JFK,136
12-27-25,12-27-25,HND,BKK,INT,2,Yes,No,6,6,Japan,Thailand,A0406,HND,BKK,26
01-22-25,01-22-25,SYD,BKI,INT,1,No,No,3,3,Philippines,Malaysia,A0292,SYD,BKI,8
06-28-26,06-28-26,JFK,SIN,INT,2,No,No,7,7,Indonesia,Singapore,A0436,JFK,SIN,167
04-11-26,04-11-26,PEN,CGK,INT,0,No,No,6,6,Malaysia,Indonesia,A0126,PEN,CGK,14
04-11-26,04-11-26,PEN,CGK,INT,0,No,No,6,6,Malaysia,Indonesia,A0126,PEN,SYD,9
02-24-26,02-24-26,BKI,JFK,INT,2,No,No,2,2,Malaysia,Indonesia,A0174,BKI,JFK,46
09-12-25,09-12-25,SIN,BKI,INT,0,Yes,No,5,5,Singapore,Malaysia,A0360,SIN,BKI,83
09-12-25,09-12-25,SIN,BKI,INT,0,Yes,No,5,5,Singapore,Malaysia,A0360,SIN,BKK,39
12-07-25,12-07-25,LHR,SIN,INT,1,No,No,7,7,Thailand,Singapore,A0181,LHR,SIN,185
05-01-26,05-01-26,SIN,BKK,INT,0,No,No,5,5,Singapore,Thailand,A0418,SIN,BKK,55
09-17-25,09-17-25,SYD,LHR,INT,3,No,No,3,3,Philippines,Thailand,A0296,SYD,LHR,46
09-17-25,09-17-25,SYD,LHR,INT,3,No,No,3,3,Philippines,Thailand,A0296,SYD,KUL,28
03-26-25,03-26-25,CGK,BKK,INT,1,No,No,3,3,Indonesia,Thailand,A0284,CGK,BKK,226
10-16-25,10-16-25,SIN,BKI,INT,3,No,No,4,4,Singapore,Malaysia,A0008,SIN,BKI,145
03-31-25,03-31-25,KUL,PEN,DOM,1,No,No,1,1,Malaysia,Malaysia,A0305,KUL,PEN,92
03-31-25,03-31-25,KUL,PEN,DOM,1,No,No,1,1,Malaysia,Malaysia,A0305,KUL,LHR,57
08-31-25,08-31-25,HND,PEN,INT,1,No,No,7,7,Japan,Malaysia,A0148,HND,PEN,56
08-31-25,08-31-25,HND,PEN,INT,1,No,No,7,7,Japan,Malaysia,A0148,HND,LHR,16
04-20-25,04-20-25,HND,LHR,INT,0,No,No,7,7,Japan,Thailand,A0380,HND,LHR,131
03-22-26,03-22-26,SIN,JFK,INT,0,Yes,No,7,7,Singapore,Indonesia,A0064,SIN,JFK,94
03-22-26,03-22-26,SIN,JFK,INT,0,Yes,No,7,7,Singapore,Indonesia,A0064,SIN,CGK,32
03-21-26,03-21-26,BKK,BKI,INT,3,No,No,6,6,Thailand,Malaysia,A0474,BKK,BKI,55
03-21-26,03-21-26,BKK,BKI,INT,3,No,No,6,6,Thailand,Malaysia,A0474,BKK,BKK,17
05-07-25,05-07-25,BKI,PEN,DOM,1,No,No,3,3,Malaysia,Malaysia,A0071,BKI,PEN,139
06-09-25,06-09-25,BKI,HND,INT,1,No,No,1,1,Malaysia,Japan,A0029,BKI,HND,162
06-09-25,06-09-25,BKI,HND,INT,1,No,No,1,1,Malaysia,Japan,A0029,BKI,BKK,45
04-29-26,04-29-26,SYD,JFK,INT,2,Yes,No,3,3,Philippines,Indonesia,A0345,SYD,JFK,37
10-10-25,10-10-25,PEN,BKI,DOM,1,No,No,5,5,Malaysia,Malaysia,A0485,PEN,BKI,170
10-10-25,10-10-25,PEN,BKI,DOM,1,No,No,5,5,Malaysia,Malaysia,A0485,PEN,BKK,66
11-02-25,11-02-25,KUL,SIN,INT,3,Yes,No,7,7,Malaysia,Singapore,A0198,KUL,SIN,83
10-08-25,10-08-25,KUL,SIN,INT,1,No,No,3,3,Malaysia,Singapore,A0238,KUL,SIN,23
10-08-25,10-08-25,KUL,SIN,INT,1,No,No,3,3,Malaysia,Singapore,A0238,KUL,LHR,11
02-20-25,02-21-25,SYD,JFK,INT,2,No,Yes,4,5,Philippines,Indonesia,A0089,SYD,JFK,206
06-20-25,06-20-25,JFK,BKI,INT,2,No,No,5,5,Indonesia,Malaysia,A0087,JFK,BKI,114
06-20-25,06-20-25,JFK,BKI,INT,2,No,No,5,5,Indonesia,Malaysia,A0087,JFK,BKK,50
12-31-25,12-31-25,CGK,JFK,INT,0,No,No,3,3,Indonesia,Indonesia,A0368,CGK,JFK,27
07-19-25,07-19-25,LHR,KUL,INT,2,Yes,No,6,6,Thailand,Malaysia,A0283,LHR,KUL,224
02-28-25,02-28-25,SIN,SYD,INT,1,Yes,No,5,5,Singapore,Philippines,A0444,SIN,SYD,47
03-04-25,03-04-25,JFK,PEN,INT,1,No,No,2,2,Indonesia,Malaysia,A0408,JFK,PEN,181
10-18-25,10-18-25,SYD,BKI,INT,2,No,No,6,6,Philippines,Malaysia,A0090,SYD,BKI,142
01-23-26,01-23-26,JFK,SIN,INT,3,No,No,5,5,Indonesia,Singapore,A0337,JFK,SIN,95
12-14-25,12-14-25,SIN,BKI,INT,3,No,No,7,7,Singapore,Malaysia,A0322,SIN,BKI,1
05-21-26,05-21-26,HND,PEN,INT,0,Yes,No,4,4,Japan,Malaysia,A0143,HND,PEN,136
04-16-25,04-16-25,JFK,SIN,INT,2,No,No,3,3,Indonesia,Singapore,A0415,JFK,SIN,222
05-06-26,05-06-26,HND,PEN,INT,3,Yes,No,3,3,Japan,Malaysia,A0170,HND,PEN,209
02-13-26,02-13-26,KUL,CGK,INT,0,No,No,5,5,Malaysia,Indonesia,A0171,KUL,CGK,213
01-25-25,01-25-25,PEN,CGK,INT,1,Yes,No,6,6,Malaysia,Indonesia,A0126,PEN,CGK,31
01-25-25,01-25-25,PEN,CGK,INT,1,Yes,No,6,6,Malaysia,Indonesia,A0126,PEN,SYD,18
11-18-25,11-18-25,SYD,BKI,INT,2,No,No,2,2,Philippines,Malaysia,A0421,SYD,BKI,125
03-26-26,03-26-26,HND,BKK,INT,3,No,No,4,4,Japan,Thailand,A0129,HND,BKK,159
03-26-26,03-26-26,HND,BKK,INT,3,No,No,4,4,Japan,Thailand,A0129,HND,JFK,43
02-15-25,02-15-25,SYD,KUL,INT,1,Yes,Yes,6,6,Philippines,Malaysia,A0115,SYD,KUL,75
02-15-25,02-15-25,SYD,KUL,INT,1,Yes,Yes,6,6,Philippines,Malaysia,A0115,SYD,PEN,28
02-16-26,02-16-26,CGK,JFK,INT,1,No,No,1,1,Indonesia,Indonesia,A0368,CGK,JFK,21
05-18-25,05-18-25,BKK,LHR,INT,3,No,No,7,7,Thailand,Thailand,A0131,BKK,LHR,150
05-05-25,05-05-25,JFK,BKI,INT,3,No,No,1,1,Indonesia,Malaysia,A0308,JFK,BKI,34
05-31-26,05-31-26,CGK,SYD,INT,2,Yes,No,7,7,Indonesia,Philippines,A0041,CGK,SYD,179
05-31-26,05-31-26,CGK,SYD,INT,2,Yes,No,7,7,Indonesia,Philippines,A0041,CGK,PEN,56
09-10-25,09-10-25,JFK,SIN,INT,0,Yes,No,3,3,Indonesia,Singapore,A0386,JFK,SIN,200
08-22-25,08-22-25,CGK,SYD,INT,0,No,No,5,5,Indonesia,Philippines,A0041,CGK,SYD,43
08-22-25,08-22-25,CGK,SYD,INT,0,No,No,5,5,Indonesia,Philippines,A0041,CGK,PEN,23
01-01-26,01-01-26,CGK,PEN,INT,3,No,No,4,4,Indonesia,Malaysia,A0422,CGK,PEN,62
01-01-26,01-01-26,CGK,PEN,INT,3,No,No,4,4,Indonesia,Malaysia,A0422,CGK,LHR,23
03-12-26,03-12-26,HND,KUL,INT,0,No,No,4,4,Japan,Malaysia,A0489,HND,KUL,210
04-24-26,04-24-26,CGK,HND,INT,0,No,No,5,5,Indonesia,Japan,A0070,CGK,HND,99
03-24-26,03-24-26,BKI,PEN,DOM,1,No,No,2,2,Malaysia,Malaysia,A0046,BKI,PEN,7
03-31-25,03-31-25,LHR,BKI,INT,1,Yes,No,1,1,Thailand,Malaysia,A0493,LHR,BKI,0
05-08-26,05-08-26,LHR,HND,INT,1,No,No,5,5,Thailand,Japan,A0127,LHR,HND,204
10-10-25,10-10-25,BKK,CGK,INT,1,No,No,5,5,Thailand,Indonesia,A0325,BKK,CGK,85
12-26-25,12-26-25,BKI,CGK,INT,0,No,No,5,5,Malaysia,Indonesia,A0438,BKI,CGK,226
02-02-25,02-02-25,SYD,SIN,INT,3,No,No,7,7,Philippines,Singapore,A0094,SYD,SIN,153
08-27-25,08-27-25,KUL,PEN,DOM,3,No,No,3,3,Malaysia,Malaysia,A0475,KUL,PEN,229
03-27-26,03-27-26,SIN,BKI,INT,0,No,No,5,5,Singapore,Malaysia,A0331,SIN,BKI,132
03-27-26,03-27-26,SIN,BKI,INT,0,No,No,5,5,Singapore,Malaysia,A0331,SIN,BKK,68
09-22-25,09-22-25,SIN,KUL,INT,2,Yes,No,1,1,Singapore,Malaysia,A0307,SIN,KUL,63
01-18-26,01-18-26,JFK,BKI,INT,2,No,No,7,7,Indonesia,Malaysia,A0255,JFK,BKI,68
11-26-25,11-26-25,BKK,KUL,INT,1,No,No,3,3,Thailand,Malaysia,A0212,BKK,KUL,43
03-24-26,03-24-26,CGK,KUL,INT,2,No,No,2,2,Indonesia,Malaysia,A0016,CGK,KUL,116
01-30-25,01-30-25,HND,PEN,INT,3,No,No,4,4,Japan,Malaysia,A0170,HND,PEN,23
10-26-25,10-26-25,BKI,SYD,INT,0,No,No,7,7,Malaysia,Philippines,A0420,BKI,SYD,118
07-11-25,07-12-25,BKI,BKK,INT,1,No,No,5,6,Malaysia,Thailand,A0092,BKI,BKK,204
03-01-26,03-01-26,BKI,JFK,INT,2,Yes,No,7,7,Malaysia,Indonesia,A0463,BKI,JFK,55
11-26-25,11-26-25,SIN,BKI,INT,1,No,No,3,3,Singapore,Malaysia,A0194,SIN,BKI,103
11-27-25,11-27-25,LHR,CGK,INT,2,No,No,4,4,Thailand,Indonesia,A0159,LHR,CGK,228
01-26-26,01-26-26,BKK,LHR,INT,0,No,No,1,1,Thailand,Thailand,A0490,BKK,LHR,79
03-04-26,03-04-26,LHR,PEN,INT,1,Yes,No,3,3,Thailand,Malaysia,A0043,LHR,PEN,47
03-04-26,03-04-26,LHR,PEN,INT,1,Yes,No,3,3,Thailand,Malaysia,A0043,LHR,LHR,28
03-04-25,03-04-25,SIN,JFK,INT,0,No,No,2,2,Singapore,Indonesia,A0369,SIN,JFK,78
06-08-26,06-08-26,BKI,BKK,INT,0,Yes,No,1,1,Malaysia,Thailand,A0010,BKI,BKK,140
06-08-26,06-08-26,BKI,BKK,INT,0,Yes,No,1,1,Malaysia,Thailand,A0010,BKI,JFK,55
07-11-25,07-11-25,SIN,BKI,INT,0,No,No,5,5,Singapore,Malaysia,A0194,SIN,BKI,186
05-26-25,05-26-25,BKK,JFK,INT,3,No,No,1,1,Thailand,Indonesia,A0172,BKK,JFK,59
10-07-25,10-07-25,JFK,BKK,INT,3,No,Yes,2,2,Indonesia,Thailand,A0063,JFK,BKK,21
10-07-25,10-07-25,JFK,BKK,INT,3,No,Yes,2,2,Indonesia,Thailand,A0063,JFK,JFK,6
03-21-26,03-21-26,PEN,SYD,INT,3,No,No,6,6,Malaysia,Philippines,A0058,PEN,SYD,19
03-21-26,03-21-26,PEN,SYD,INT,3,No,No,6,6,Malaysia,Philippines,A0058,PEN,PEN,5
06-17-25,06-17-25,HND,SIN,INT,0,No,No,2,2,Japan,Singapore,A0106,HND,SIN,154
04-02-25,04-02-25,LHR,BKK,INT,3,Yes,No,3,3,Thailand,Thailand,A0379,LHR,BKK,153
04-02-25,04-02-25,LHR,BKK,INT,3,Yes,No,3,3,Thailand,Thailand,A0379,LHR,JFK,76
05-02-25,05-02-25,CGK,BKK,INT,3,Yes,No,5,5,Indonesia,Thailand,A0354,CGK,BKK,25
09-18-25,09-18-25,JFK,SIN,INT,2,Yes,No,4,4,Indonesia,Singapore,A0121,JFK,SIN,129
09-18-25,09-18-25,JFK,SIN,INT,2,Yes,No,4,4,Indonesia,Singapore,A0121,JFK,LHR,43
05-02-25,05-02-25,SYD,KUL,INT,3,Yes,No,5,5,Philippines,Malaysia,A0413,SYD,KUL,17
06-16-25,06-16-25,JFK,SYD,INT,1,No,No,1,1,Indonesia,Philippines,A0472,JFK,SYD,21
07-28-25,07-28-25,SYD,PEN,INT,2,No,No,1,1,Philippines,Malaysia,A0427,SYD,PEN,23
04-30-26,04-30-26,JFK,SIN,INT,1,Yes,No,4,4,Indonesia,Singapore,A0386,JFK,SIN,80
